t PE VE R00
120 4.99939 0.0501339 -0.00625196
121 4.99938 0.0501361 -0.00630314
122 4.99937 0.0501383 -0.00635431
123 4.99935 0.0501406 -0.00640547
124 4.99934 0.0501429 -0.00645661
125 4.99933 0.0501452 -0.00650775
126 4.99932 0.0501475 -0.00655887
127 4.99931 0.0501498 -0.00660998
128 4.9993 0.0501522 -0.00666107
129 4.99929 0.0501545 -0.00671216
130 4.99928 0.0501569 -0.00676323
131 4.99927 0.0501593 -0.00681428
132 4.99926 0.0501617 -0.00686533
133 4.99925 0.0501642 -0.00691636
134 4.99924 0.0501666 -0.00696738
135 4.99922 0.0501691 -0.00701838
136 4.99921 0.0501716 -0.00706937
137 4.9992 0.0501741 -0.00712035
138 4.99919 0.0501766 -0.00717131
139 4.99918 0.0501792 -0.00722226
140 4.99917 0.0501817 -0.0072732
141 4.99915 0.0501843 -0.00732412
142 4.99914 0.0501869 -0.00737503
143 4.99913 0.0501895 -0.00742592
144 4.99912 0.0501922 -0.0074768
145 4.99911 0.0501948 -0.00752767
146 4.99909 0.0501975 -0.00757852
147 4.99908 0.0502002 -0.00762936
148 4.99907 0.0502029 -0.00768018
149 4.99906 0.0502056 -0.00773098
150 4.99904 0.0502084 -0.00778178
151 4.99903 0.0502111 -0.00783255
152 4.99902 0.0502139 -0.00788332
153 4.999 0.0502167 -0.00793406
154 4.99899 0.0502195 -0.0079848
155 4.99898 0.0502223 -0.00803551
156 4.99897 0.0502252 -0.00808621
157 4.99895 0.0502281 -0.0081369
158 4.99894 0.050231 -0.00818757
159 4.99893 0.0502339 -0.00823823
160 4.99891 0.0502368 -0.00828886
161 4.9989 0.0502397 -0.00833949
162 4.99888 0.0502427 -0.00839009
163 4.99887 0.0502457 -0.00844068
164 4.99886 0.0502487 -0.00849126
165 4.99884 0.0502517 -0.00854182
166 4.99883 0.0502547 -0.00859236
167 4.99882 0.0502578 -0.00864288
168 4.9988 0.0502608 -0.00869339
169 4.99879 0.0502639 -0.00874388
170 4.99877 0.050267 -0.00879436
171 4.99876 0.0502701 -0.00884482
172 4.99874 0.0502733 -0.00889526
173 4.99873 0.0502764 -0.00894568
174 4.99871 0.0502796 -0.00899609
175 4.9987 0.0502828 -0.00904648
176 4.99868 0.050286 -0.00909685
177 4.99867 0.0502892 -0.00914721
178 4.99865 0.0502925 -0.00919755
179 4.99864 0.0502957 -0.00924787
180 4.99862 0.050299 -0.00929817
181 4.99861 0.0503023 -0.00934845
182 4.99859 0.0503056 -0.00939872
183 4.99858 0.050309 -0.00944897
184 4.99856 0.0503123 -0.0094992
185 4.99855 0.0503157 -0.00954941
186 4.99853 0.0503191 -0.0095996
187 4.99852 0.0503225 -0.00964978
188 4.9985 0.0503259 -0.00969993
189 4.99848 0.0503293 -0.00975007
190 4.99847 0.0503328 -0.00980019
191 4.99845 0.0503363 -0.00985029
192 4.99844 0.0503398 -0.00990037
193 4.99842 0.0503433 -0.00995043
194 4.9984 0.0503468 -0.0100005
195 4.99839 0.0503503 -0.0100505
196 4.99837 0.0503539 -0.0101005
197 4.99835 0.0503575 -0.0101505
198 4.99834 0.0503611 -0.0102005
199 4.99832 0.0503647 -0.0102504
200 4.9983 0.0503683 -0.0103003
201 4.99829 0.050372 -0.0103502
202 4.99827 0.0503756 -0.0104001
203 4.99825 0.0503793 -0.01045
204 4.99823 0.050383 -0.0104998
205 4.99822 0.0503868 -0.0105497
206 4.9982 0.0503905 -0.0105995
207 4.99818 0.0503943 -0.0106492
208 4.99816 0.050398 -0.010699
209 4.99815 0.0504018 -0.0107488
210 4.99813 0.0504056 -0.0107985
211 4.99811 0.0504095 -0.0108482
212 4.99809 0.0504133 -0.0108979
213 4.99808 0.0504172 -0.0109475
214 4.99806 0.050421 -0.0109972
215 4.99804 0.0504249 -0.0110468
216 4.99802 0.0504289 -0.0110964
217 4.998 0.0504328 -0.011146
218 4.99798 0.0504367 -0.0111955
219 4.99797 0.0504407 -0.011245
220 4.99795 0.0504447 -0.0112946
221 4.99793 0.0504487 -0.011344
222 4.99791 0.0504527 -0.0113935
223 4.99789 0.0504567 -0.011443
224 4.99787 0.0504608 -0.0114924
225 4.99785 0.0504649 -0.0115418
226 4.99783 0.0504689 -0.0115912
227 4.99782 0.0504731 -0.0116405
228 4.9978 0.0504772 -0.0116899
229 4.99778 0.0504813 -0.0117392
230 4.99776 0.0504855 -0.0117885
231 4.99774 0.0504896 -0.0118377
232 4.99772 0.0504938 -0.011887
233 4.9977 0.050498 -0.0119362
234 4.99768 0.0505023 -0.0119854
235 4.99766 0.0505065 -0.0120346
236 4.99764 0.0505108 -0.0120837
237 4.99762 0.050515 -0.0121328
238 4.9976 0.0505193 -0.0121819
239 4.99758 0.0505237 -0.012231
240 4.99756 0.050528 -0.0122801
241 4.99754 0.0505323 -0.0123291
242 4.99752 0.0505367 -0.0123781
243 4.9975 0.0505411 -0.0124271
244 4.99748 0.0505455 -0.0124761
245 4.99746 0.0505499 -0.012525
246 4.99743 0.0505543 -0.0125739
247 4.99741 0.0505588 -0.0126228
248 4.99739 0.0505632 -0.0126717
249 4.99737 0.0505677 -0.0127205
250 4.99735 0.0505722 -0.0127693
251 4.99733 0.0505767 -0.0128181
252 4.99731 0.0505813 -0.0128669
253 4.99729 0.0505858 -0.0129156
254 4.99727 0.0505904 -0.0129644
255 4.99724 0.050595 -0.0130131
256 4.99722 0.0505996 -0.0130617
257 4.9972 0.0506042 -0.0131104
258 4.99718 0.0506088 -0.013159
259 4.99716 0.0506135 -0.0132076
260 4.99713 0.0506181 -0.0132561
261 4.99711 0.0506228 -0.0133047
262 4.99709 0.0506275 -0.0133532
263 4.99707 0.0506323 -0.0134017
264 4.99705 0.050637 -0.0134501
265 4.99702 0.0506417 -0.0134986
266 4.997 0.0506465 -0.013547
267 4.99698 0.0506513 -0.0135954
268 4.99696 0.0506561 -0.0136437
269 4.99693 0.0506609 -0.0136921
270 4.99691 0.0506658 -0.0137404
271 4.99689 0.0506706 -0.0137886
272 4.99686 0.0506755 -0.0138369
273 4.99684 0.0506804 -0.0138851
274 4.99682 0.0506853 -0.0139333
275 4.99679 0.0506902 -0.0139815
276 4.99677 0.0506951 -0.0140296
277 4.99675 0.0507001 -0.0140778
278 4.99672 0.0507051 -0.0141258
279 4.9967 0.0507101 -0.0141739
280 4.99668 0.0507151 -0.0142219
281 4.99665 0.0507201 -0.01427
282 4.99663 0.0507251 -0.0143179
283 4.99661 0.0507302 -0.0143659
284 4.99658 0.0507353 -0.0144138
285 4.99656 0.0507403 -0.0144617
286 4.99653 0.0507455 -0.0145096
287 4.99651 0.0507506 -0.0145574
288 4.99648 0.0507557 -0.0146052
289 4.99646 0.0507609 -0.014653
290 4.99644 0.050766 -0.0147008
291 4.99641 0.0507712 -0.0147485
292 4.99639 0.0507764 -0.0147962
293 4.99636 0.0507816 -0.0148439
294 4.99634 0.0507869 -0.0148915
295 4.99631 0.0507921 -0.0149391
296 4.99629 0.0507974 -0.0149867
297 4.99626 0.0508027 -0.0150343
298 4.99624 0.050808 -0.0150818
299 4.99621 0.0508133 -0.0151293
300 4.99618 0.0508186 -0.0151768
301 4.99616 0.050824 -0.0152242
302 4.99613 0.0508294 -0.0152716
303 4.99611 0.0508348 -0.015319
304 4.99608 0.0508402 -0.0153663
305 4.99606 0.0508456 -0.0154136
306 4.99603 0.050851 -0.0154609
307 4.996 0.0508565 -0.0155082
308 4.99598 0.0508619 -0.0155554
309 4.99595 0.0508674 -0.0156026
310 4.99593 0.0508729 -0.0156498
311 4.9959 0.0508784 -0.0156969
312 4.99587 0.0508839 -0.015744
313 4.99585 0.0508895 -0.0157911
314 4.99582 0.050895 -0.0158382
315 4.99579 0.0509006 -0.0158852
316 4.99577 0.0509062 -0.0159322
317 4.99574 0.0509118 -0.0159791
318 4.99571 0.0509175 -0.016026
319 4.99569 0.0509231 -0.0160729
320 4.99566 0.0509288 -0.0161198
321 4.99563 0.0509344 -0.0161666
322 4.9956 0.0509401 -0.0162134
323 4.99558 0.0509458 -0.0162602
324 4.99555 0.0509516 -0.0163069
325 4.99552 0.0509573 -0.0163536
326 4.99549 0.0509631 -0.0164003
327 4.99547 0.0509688 -0.016447
328 4.99544 0.0509746 -0.0164936
329 4.99541 0.0509804 -0.0165401
330 4.99538 0.0509862 -0.0165867
331 4.99535 0.0509921 -0.0166332
332 4.99533 0.0509979 -0.0166797
333 4.9953 0.0510038 -0.0167261
334 4.99527 0.0510097 -0.0167725
335 4.99524 0.0510156 -0.0168189
336 4.99521 0.0510215 -0.0168653
337 4.99518 0.0510274 -0.0169116
338 4.99515 0.0510333 -0.0169579
339 4.99513 0.0510393 -0.0170041
340 4.9951 0.0510453 -0.0170503
341 4.99507 0.0510513 -0.0170965
342 4.99504 0.0510573 -0.0171427
343 4.99501 0.0510633 -0.0171888
344 4.99498 0.0510694 -0.0172349
345 4.99495 0.0510754 -0.0172809
346 4.99492 0.0510815 -0.017327
347 4.99489 0.0510876 -0.0173729
348 4.99486 0.0510937 -0.0174189
349 4.99483 0.0510998 -0.0174648
350 4.9948 0.0511059 -0.0175107
351 4.99477 0.0511121 -0.0175565
352 4.99474 0.0511182 -0.0176024
353 4.99471 0.0511244 -0.0176481
354 4.99468 0.0511306 -0.0176939
355 4.99465 0.0511368 -0.0177396
356 4.99462 0.051143 -0.0177853
357 4.99459 0.0511493 -0.0178309
358 4.99456 0.0511555 -0.0178765
359 4.99453 0.0511618 -0.0179221
360 4.9945 0.0511681 -0.0179676
361 4.99447 0.0511744 -0.0180131
362 4.99444 0.0511807 -0.0180586
363 4.99441 0.051187 -0.018104
364 4.99438 0.0511934 -0.0181494
365 4.99435 0.0511998 -0.0181948
366 4.99432 0.0512061 -0.0182401
367 4.99428 0.0512125 -0.0182854
368 4.99425 0.0512189 -0.0183307
369 4.99422 0.0512254 -0.0183759
370 4.99419 0.0512318 -0.0184211
371 4.99416 0.0512383 -0.0184662
372 4.99413 0.0512447 -0.0185113
373 4.9941 0.0512512 -0.0185564
374 4.99406 0.0512577 -0.0186015
375 4.99403 0.0512642 -0.0186465
376 4.994 0.0512708 -0.0186914
377 4.99397 0.0512773 -0.0187364
378 4.99394 0.0512839 -0.0187813
379 4.9939 0.0512904 -0.0188261
380 4.99387 0.051297 -0.0188709
381 4.99384 0.0513036 -0.0189157
382 4.99381 0.0513103 -0.0189605
383 4.99377 0.0513169 -0.0190052
384 4.99374 0.0513235 -0.0190499
385 4.99371 0.0513302 -0.0190945
386 4.99368 0.0513369 -0.0191391
387 4.99364 0.0513436 -0.0191837
388 4.99361 0.0513503 -0.0192282
389 4.99358 0.051357 -0.0192727
390 4.99354 0.0513638 -0.0193171
391 4.99351 0.0513705 -0.0193615
392 4.99348 0.0513773 -0.0194059
393 4.99344 0.0513841 -0.0194502
394 4.99341 0.0513909 -0.0194945
395 4.99338 0.0513977 -0.0195388
396 4.99334 0.0514045 -0.019583
397 4.99331 0.0514114 -0.0196272
398 4.99327 0.0514182 -0.0196714
399 4.99324 0.0514251 -0.0197155
400 4.99321 0.051432 -0.0197595
401 4.99317 0.0514389 -0.0198036
402 4.99314 0.0514458 -0.0198476
403 4.9931 0.0514527 -0.0198915
404 4.99307 0.0514597 -0.0199354
405 4.99303 0.0514666 -0.0199793
406 4.993 0.0514736 -0.0200231
407 4.99296 0.0514806 -0.0200669
408 4.99293 0.0514876 -0.0201107
409 4.99289 0.0514946 -0.0201544
410 4.99286 0.0515016 -0.0201981
411 4.99282 0.0515087 -0.0202417
412 4.99279 0.0515157 -0.0202853
413 4.99275 0.0515228 -0.0203289
414 4.99272 0.0515299 -0.0203724
415 4.99268 0.051537 -0.0204159
416 4.99265 0.0515441 -0.0204593
417 4.99261 0.0515513 -0.0205027
418 4.99258 0.0515584 -0.0205461
419 4.99254 0.0515656 -0.0205894
420 4.99251 0.0515727 -0.0206327
421 4.99247 0.0515799 -0.0206759
422 4.99243 0.0515871 -0.0207191
423 4.9924 0.0515943 -0.0207623
424 4.99236 0.0516016 -0.0208054
425 4.99232 0.0516088 -0.0208485
426 4.99229 0.0516161 -0.0208915
427 4.99225 0.0516233 -0.0209345
428 4.99222 0.0516306 -0.0209775
429 4.99218 0.0516379 -0.0210204
430 4.99214 0.0516453 -0.0210633
431 4.99211 0.0516526 -0.0211061
432 4.99207 0.0516599 -0.0211489
433 4.99203 0.0516673 -0.0211916
434 4.99199 0.0516747 -0.0212343
435 4.99196 0.051682 -0.021277
436 4.99192 0.0516894 -0.0213196
437 4.99188 0.0516968 -0.0213622
438 4.99184 0.0517043 -0.0214047
439 4.99181 0.0517117 -0.0214472
440 4.99177 0.0517192 -0.0214897
441 4.99173 0.0517266 -0.0215321
442 4.99169 0.0517341 -0.0215745
443 4.99166 0.0517416 -0.0216168
444 4.99162 0.0517491 -0.0216591
445 4.99158 0.0517566 -0.0217013
446 4.99154 0.0517642 -0.0217436
447 4.9915 0.0517717 -0.0217857
448 4.99147 0.0517793 -0.0218278
449 4.99143 0.0517869 -0.0218699
450 4.99139 0.0517945 -0.0219119
451 4.99135 0.0518021 -0.0219539
452 4.99131 0.0518097 -0.0219959
453 4.99127 0.0518173 -0.0220378
454 4.99123 0.051825 -0.0220796
455 4.99119 0.0518326 -0.0221214
456 4.99116 0.0518403 -0.0221632
457 4.99112 0.051848 -0.0222049
458 4.99108 0.0518557 -0.0222466
459 4.99104 0.0518634 -0.0222883
460 4.991 0.0518711 -0.0223299
461 4.99096 0.0518788 -0.0223714
462 4.99092 0.0518866 -0.0224129
463 4.99088 0.0518944 -0.0224544
464 4.99084 0.0519021 -0.0224958
465 4.9908 0.0519099 -0.0225372
466 4.99076 0.0519177 -0.0225785
467 4.99072 0.0519256 -0.0226198
468 4.99068 0.0519334 -0.0226611
469 4.99064 0.0519412 -0.0227023
470 4.9906 0.0519491 -0.0227434
471 4.99056 0.051957 -0.0227845
472 4.99052 0.0519648 -0.0228256
473 4.99048 0.0519727 -0.0228666
474 4.99044 0.0519806 -0.0229076
475 4.9904 0.0519886 -0.0229485
476 4.99036 0.0519965 -0.0229894
477 4.99032 0.0520045 -0.0230302
478 4.99027 0.0520124 -0.023071
479 4.99023 0.0520204 -0.0231118
480 4.99019 0.0520284 -0.0231525
481 4.99015 0.0520364 -0.0231931
482 4.99011 0.0520444 -0.0232338
483 4.99007 0.0520524 -0.0232743
484 4.99003 0.0520605 -0.0233148
485 4.98999 0.0520685 -0.0233553
486 4.98994 0.0520766 -0.0233957
487 4.9899 0.0520846 -0.0234361
488 4.98986 0.0520927 -0.0234765
489 4.98982 0.0521008 -0.0235168
490 4.98978 0.0521089 -0.023557
491 4.98973 0.0521171 -0.0235972
492 4.98969 0.0521252 -0.0236373
493 4.98965 0.0521334 -0.0236775
494 4.98961 0.0521415 -0.0237175
495 4.98956 0.0521497 -0.0237575
496 4.98952 0.0521579 -0.0237975
497 4.98948 0.0521661 -0.0238374
498 4.98944 0.0521743 -0.0238773
499 4.98939 0.0521825 -0.0239171
500 4.98935 0.0521908 -0.0239569
501 4.98931 0.052199 -0.0239966
502 4.98926 0.0522073 -0.0240363
503 4.98922 0.0522156 -0.0240759
504 4.98918 0.0522239 -0.0241155
505 4.98913 0.0522322 -0.024155
506 4.98909 0.0522405 -0.0241945
507 4.98905 0.0522488 -0.024234
508 4.989 0.0522571 -0.0242734
509 4.98896 0.0522655 -0.0243127
510 4.98892 0.0522739 -0.024352
511 4.98887 0.0522822 -0.0243913
512 4.98883 0.0522906 -0.0244305
513 4.98878 0.052299 -0.0244696
514 4.98874 0.0523074 -0.0245087
515 4.9887 0.0523159 -0.0245478
516 4.98865 0.0523243 -0.0245868
517 4.98861 0.0523327 -0.0246258
518 4.98856 0.0523412 -0.0246647
519 4.98852 0.0523497 -0.0247035
520 4.98847 0.0523582 -0.0247424
521 4.98843 0.0523667 -0.0247811
522 4.98838 0.0523752 -0.0248198
523 4.98834 0.0523837 -0.0248585
524 4.98829 0.0523922 -0.0248971
525 4.98825 0.0524008 -0.0249357
526 4.9882 0.0524093 -0.0249742
527 4.98816 0.0524179 -0.0250127
528 4.98811 0.0524265 -0.0250511
529 4.98807 0.052435 -0.0250895
530 4.98802 0.0524436 -0.0251278
531 4.98797 0.0524523 -0.0251661
532 4.98793 0.0524609 -0.0252043
533 4.98788 0.0524695 -0.0252425
534 4.98784 0.0524782 -0.0252806
535 4.98779 0.0524868 -0.0253187
536 4.98774 0.0524955 -0.0253567
537 4.9877 0.0525042 -0.0253947
538 4.98765 0.0525129 -0.0254326
539 4.98761 0.0525216 -0.0254705
540 4.98756 0.0525303 -0.0255083
541 4.98751 0.052539 -0.0255461
542 4.98747 0.0525478 -0.0255838
543 4.98742 0.0525565 -0.0256214
544 4.98737 0.0525653 -0.0256591
545 4.98732 0.0525741 -0.0256966
546 4.98728 0.0525828 -0.0257341
547 4.98723 0.0525916 -0.0257716
548 4.98718 0.0526004 -0.025809
549 4.98714 0.0526093 -0.0258464
550 4.98709 0.0526181 -0.0258837
551 4.98704 0.0526269 -0.025921
552 4.98699 0.0526358 -0.0259582
553 4.98695 0.0526447 -0.0259953
554 4.9869 0.0526535 -0.0260324
555 4.98685 0.0526624 -0.0260695
556 4.9868 0.0526713 -0.0261065
557 4.98675 0.0526802 -0.0261434
558 4.98671 0.0526891 -0.0261803
559 4.98666 0.0526981 -0.0262172
560 4.98661 0.052707 -0.026254
561 4.98656 0.052716 -0.0262907
562 4.98651 0.0527249 -0.0263274
563 4.98646 0.0527339 -0.026364
564 4.98641 0.0527429 -0.0264006
565 4.98637 0.0527519 -0.0264372
566 4.98632 0.0527609 -0.0264736
567 4.98627 0.0527699 -0.0265101
568 4.98622 0.0527789 -0.0265464
569 4.98617 0.052788 -0.0265828
570 4.98612 0.052797 -0.026619
571 4.98607 0.0528061 -0.0266553
572 4.98602 0.0528151 -0.0266914
573 4.98597 0.0528242 -0.0267275
574 4.98592 0.0528333 -0.0267636
575 4.98587 0.0528424 -0.0267996
576 4.98582 0.0528515 -0.0268355
577 4.98577 0.0528607 -0.0268714
578 4.98572 0.0528698 -0.0269073
579 4.98567 0.0528789 -0.0269431
580 4.98562 0.0528881 -0.0269788
581 4.98557 0.0528973 -0.0270145
582 4.98552 0.0529064 -0.0270501
583 4.98547 0.0529156 -0.0270857
584 4.98542 0.0529248 -0.0271212
585 4.98537 0.052934 -0.0271567
586 4.98532 0.0529432 -0.0271921
587 4.98527 0.0529525 -0.0272274
588 4.98522 0.0529617 -0.0272627
589 4.98517 0.0529709 -0.027298
590 4.98512 0.0529802 -0.0273332
591 4.98506 0.0529895 -0.0273683
592 4.98501 0.0529988 -0.0274034
593 4.98496 0.053008 -0.0274384
594 4.98491 0.0530173 -0.0274734
595 4.98486 0.0530266 -0.0275083
596 4.98481 0.053036 -0.0275432
597 4.98476 0.0530453 -0.027578
598 4.9847 0.0530546 -0.0276128
599 4.98465 0.053064 -0.0276475
600 4.9846 0.0530733 -0.0276821
601 4.98455 0.0530827 -0.0277167
602 4.9845 0.0530921 -0.0277513
603 4.98444 0.0531015 -0.0277857
604 4.98439 0.0531109 -0.0278202
605 4.98434 0.0531203 -0.0278545
606 4.98429 0.0531297 -0.0278888
607 4.98423 0.0531391 -0.0279231
608 4.98418 0.0531486 -0.0279573
609 4.98413 0.053158 -0.0279914
610 4.98407 0.0531675 -0.0280255
611 4.98402 0.0531769 -0.0280596
612 4.98397 0.0531864 -0.0280935
613 4.98392 0.0531959 -0.0281275
614 4.98386 0.0532054 -0.0281613
615 4.98381 0.0532149 -0.0281951
616 4.98376 0.0532244 -0.0282289
617 4.9837 0.0532339 -0.0282626
618 4.98365 0.0532434 -0.0282962
619 4.98359 0.053253 -0.0283298
620 4.98354 0.0532625 -0.0283633
621 4.98349 0.0532721 -0.0283968
622 4.98343 0.0532817 -0.0284302
623 4.98338 0.0532912 -0.0284636
624 4.98332 0.0533008 -0.0284969
625 4.98327 0.0533104 -0.0285301
626 4.98322 0.05332 -0.0285633
627 4.98316 0.0533297 -0.0285964
628 4.98311 0.0533393 -0.0286295
629 4.98305 0.0533489 -0.0286625
630 4.983 0.0533586 -0.0286954
631 4.98294 0.0533682 -0.0287283
632 4.98289 0.0533779 -0.0287612
633 4.98283 0.0533875 -0.028794
634 4.98278 0.0533972 -0.0288267
635 4.98272 0.0534069 -0.0288593
636 4.98267 0.0534166 -0.028892
637 4.98261 0.0534263 -0.0289245
638 4.98256 0.053436 -0.028957
639 4.9825 0.0534458 -0.0289894
640 4.98244 0.0534555 -0.0290218
641 4.98239 0.0534652 -0.0290541
642 4.98233 0.053475 -0.0290864
643 4.98228 0.0534847 -0.0291186
644 4.98222 0.0534945 -0.0291507
645 4.98216 0.0535043 -0.0291828
646 4.98211 0.0535141 -0.0292148
647 4.98205 0.0535239 -0.0292468
648 4.982 0.0535337 -0.0292787
649 4.98194 0.0535435 -0.0293105
650 4.98188 0.0535533 -0.0293423
651 4.98183 0.0535631 -0.029374
652 4.98177 0.053573 -0.0294057
653 4.98171 0.0535828 -0.0294373
654 4.98166 0.0535927 -0.0294689
655 4.9816 0.0536025 -0.0295004
656 4.98154 0.0536124 -0.0295318
657 4.98148 0.0536223 -0.0295632
658 4.98143 0.0536322 -0.0295945
659 4.98137 0.0536421 -0.0296257
660 4.98131 0.053652 -0.0296569
661 4.98125 0.0536619 -0.0296881
662 4.9812 0.0536718 -0.0297191
663 4.98114 0.0536817 -0.0297502
664 4.98108 0.0536917 -0.0297811
665 4.98102 0.0537016 -0.029812
666 4.98096 0.0537116 -0.0298428
667 4.98091 0.0537215 -0.0298736
668 4.98085 0.0537315 -0.0299043
669 4.98079 0.0537415 -0.029935
670 4.98073 0.0537515 -0.0299656
671 4.98067 0.0537615 -0.0299961
672 4.98061 0.0537715 -0.0300266
673 4.98056 0.0537815 -0.030057
674 4.9805 0.0537915 -0.0300873
675 4.98044 0.0538015 -0.0301176
676 4.98038 0.0538116 -0.0301479
677 4.98032 0.0538216 -0.030178
678 4.98026 0.0538316 -0.0302081
679 4.9802 0.0538417 -0.0302382
680 4.98014 0.0538518 -0.0302682
681 4.98008 0.0538618 -0.0302981
682 4.98002 0.0538719 -0.0303279
683 4.97996 0.053882 -0.0303577
684 4.9799 0.0538921 -0.0303875
685 4.97984 0.0539022 -0.0304172
686 4.97978 0.0539123 -0.0304468
687 4.97972 0.0539224 -0.0304763
688 4.97966 0.0539326 -0.0305058
689 4.9796 0.0539427 -0.0305353
690 4.97954 0.0539528 -0.0305646
691 4.97948 0.053963 -0.0305939
692 4.97942 0.0539732 -0.0306232
693 4.97936 0.0539833 -0.0306524
694 4.9793 0.0539935 -0.0306815
695 4.97924 0.0540037 -0.0307105
696 4.97918 0.0540139 -0.0307395
697 4.97912 0.054024 -0.0307685
698 4.97906 0.0540342 -0.0307973
699 4.979 0.0540445 -0.0308261
700 4.97893 0.0540547 -0.0308549
701 4.97887 0.0540649 -0.0308836
702 4.97881 0.0540751 -0.0309122
703 4.97875 0.0540854 -0.0309408
704 4.97869 0.0540956 -0.0309693
705 4.97863 0.0541059 -0.0309977
706 4.97856 0.0541161 -0.0310261
