t PE VE
143 0.0510333 0.0510333
144 0.0510476 0.0510476
145 0.0510621 0.0510621
146 0.0510766 0.0510766
147 0.0510913 0.0510913
148 0.051106 0.051106
149 0.0511209 0.0511209
150 0.0511358 0.0511358
151 0.0511508 0.0511508
152 0.051166 0.051166
153 0.0511812 0.0511812
154 0.0511965 0.0511965
155 0.051212 0.051212
156 0.0512275 0.0512275
157 0.0512431 0.0512431
158 0.0512588 0.0512588
159 0.0512746 0.0512746
160 0.0512906 0.0512906
161 0.0513066 0.0513066
162 0.0513227 0.0513227
163 0.0513389 0.0513389
164 0.0513552 0.0513552
165 0.0513716 0.0513716
166 0.0513881 0.0513881
167 0.0514047 0.0514047
168 0.0514214 0.0514214
169 0.0514382 0.0514382
170 0.0514551 0.0514551
171 0.051472 0.051472
172 0.0514891 0.0514891
173 0.0515063 0.0515063
174 0.0515236 0.0515236
175 0.051541 0.051541
176 0.0515584 0.0515584
177 0.051576 0.051576
178 0.0515937 0.0515937
179 0.0516114 0.0516114
180 0.0516293 0.0516293
181 0.0516472 0.0516472
182 0.0516653 0.0516653
183 0.0516834 0.0516834
184 0.0517017 0.0517017
185 0.05172 0.05172
186 0.0517384 0.0517384
187 0.051757 0.051757
188 0.0517756 0.0517756
189 0.0517943 0.0517943
190 0.0518132 0.0518132
191 0.0518321 0.0518321
192 0.0518511 0.0518511
193 0.0518702 0.0518702
194 0.0518894 0.0518894
195 0.0519087 0.0519087
196 0.0519281 0.0519281
197 0.0519476 0.0519476
198 0.0519672 0.0519672
199 0.0519869 0.0519869
200 0.0520067 0.0520067
201 0.0520266 0.0520266
202 0.0520465 0.0520465
203 0.0520666 0.0520666
204 0.0520868 0.0520868
205 0.0521071 0.0521071
206 0.0521274 0.0521274
207 0.0521479 0.0521479
208 0.0521684 0.0521684
209 0.0521891 0.0521891
210 0.0522098 0.0522098
211 0.0522307 0.0522307
212 0.0522516 0.0522516
213 0.0522726 0.0522726
214 0.0522937 0.0522937
215 0.052315 0.052315
216 0.0523363 0.0523363
217 0.0523577 0.0523577
218 0.0523792 0.0523792
219 0.0524008 0.0524008
220 0.0524225 0.0524225
221 0.0524443 0.0524443
222 0.0524662 0.0524662
223 0.0524882 0.0524882
224 0.0525102 0.0525102
225 0.0525324 0.0525324
226 0.0525547 0.0525547
227 0.0525771 0.0525771
228 0.0525995 0.0525995
229 0.0526221 0.0526221
230 0.0526447 0.0526447
231 0.0526675 0.0526675
232 0.0526903 0.0526903
233 0.0527132 0.0527132
234 0.0527362 0.0527362
235 0.0527594 0.0527594
236 0.0527826 0.0527826
237 0.0528059 0.0528059
238 0.0528293 0.0528293
239 0.0528528 0.0528528
240 0.0528764 0.0528764
241 0.0529001 0.0529001
242 0.0529239 0.0529239
243 0.0529477 0.0529477
244 0.0529717 0.0529717
245 0.0529958 0.0529958
246 0.0530199 0.0530199
247 0.0530442 0.0530442
248 0.0530685 0.0530685
249 0.053093 0.053093
250 0.0531175 0.0531175
251 0.0531421 0.0531421
252 0.0531669 0.0531669
253 0.0531917 0.0531917
254 0.0532166 0.0532166
255 0.0532416 0.0532416
256 0.0532667 0.0532667
257 0.0532919 0.0532919
258 0.0533171 0.0533171
259 0.0533425 0.0533425
260 0.053368 0.053368
261 0.0533936 0.0533936
262 0.0534192 0.0534192
263 0.053445 0.053445
264 0.0534708 0.0534708
265 0.0534967 0.0534967
266 0.0535228 0.0535228
267 0.0535489 0.0535489
268 0.0535751 0.0535751
269 0.0536014 0.0536014
270 0.0536278 0.0536278
271 0.0536543 0.0536543
272 0.0536809 0.0536809
273 0.0537076 0.0537076
274 0.0537343 0.0537343
275 0.0537612 0.0537612
276 0.0537882 0.0537882
277 0.0538152 0.0538152
278 0.0538424 0.0538424
279 0.0538696 0.0538696
280 0.0538969 0.0538969
281 0.0539243 0.0539243
282 0.0539518 0.0539518
283 0.0539794 0.0539794
284 0.0540071 0.0540071
285 0.0540349 0.0540349
286 0.0540628 0.0540628
287 0.0540908 0.0540908
288 0.0541188 0.0541188
289 0.054147 0.054147
290 0.0541752 0.0541752
291 0.0542036 0.0542036
292 0.054232 0.054232
293 0.0542605 0.0542605
294 0.0542891 0.0542891
295 0.0543178 0.0543178
296 0.0543466 0.0543466
297 0.0543755 0.0543755
298 0.0544045 0.0544045
299 0.0544336 0.0544336
300 0.0544627 0.0544627
301 0.054492 0.054492
302 0.0545213 0.0545213
303 0.0545508 0.0545508
304 0.0545803 0.0545803
305 0.0546099 0.0546099
306 0.0546396 0.0546396
307 0.0546694 0.0546694
308 0.0546993 0.0546993
309 0.0547293 0.0547293
310 0.0547593 0.0547593
311 0.0547895 0.0547895
312 0.0548197 0.0548197
313 0.0548501 0.0548501
314 0.0548805 0.0548805
315 0.054911 0.054911
316 0.0549416 0.0549416
317 0.0549723 0.0549723
318 0.0550031 0.0550031
319 0.055034 0.055034
320 0.055065 0.055065
321 0.055096 0.055096
322 0.0551272 0.0551272
323 0.0551584 0.0551584
324 0.0551898 0.0551898
325 0.0552212 0.0552212
326 0.0552527 0.0552527
327 0.0552843 0.0552843
328 0.055316 0.055316
329 0.0553478 0.0553478
330 0.0553796 0.0553796
331 0.0554116 0.0554116
332 0.0554436 0.0554436
333 0.0554758 0.0554758
334 0.055508 0.055508
335 0.0555403 0.0555403
336 0.0555727 0.0555727
337 0.0556052 0.0556052
338 0.0556378 0.0556378
339 0.0556705 0.0556705
340 0.0557032 0.0557032
341 0.0557361 0.0557361
342 0.055769 0.055769
343 0.055802 0.055802
344 0.0558351 0.0558351
345 0.0558683 0.0558683
346 0.0559016 0.0559016
347 0.055935 0.055935
348 0.0559685 0.0559685
349 0.056002 0.056002
350 0.0560357 0.0560357
351 0.0560694 0.0560694
352 0.0561032 0.0561032
353 0.0561371 0.0561371
354 0.0561711 0.0561711
355 0.0562052 0.0562052
356 0.0562393 0.0562393
357 0.0562736 0.0562736
358 0.0563079 0.0563079
359 0.0563424 0.0563424
360 0.0563769 0.0563769
361 0.0564115 0.0564115
362 0.0564462 0.0564462
363 0.056481 0.056481
364 0.0565158 0.0565158
365 0.0565508 0.0565508
366 0.0565858 0.0565858
367 0.056621 0.056621
368 0.0566562 0.0566562
369 0.0566915 0.0566915
370 0.0567269 0.0567269
371 0.0567623 0.0567623
372 0.0567979 0.0567979
373 0.0568335 0.0568335
374 0.0568693 0.0568693
375 0.0569051 0.0569051
376 0.056941 0.056941
377 0.056977 0.056977
378 0.0570131 0.0570131
379 0.0570492 0.0570492
380 0.0570855 0.0570855
381 0.0571218 0.0571218
382 0.0571582 0.0571582
383 0.0571948 0.0571948
384 0.0572314 0.0572314
385 0.057268 0.057268
386 0.0573048 0.0573048
387 0.0573416 0.0573416
388 0.0573786 0.0573786
389 0.0574156 0.0574156
390 0.0574527 0.0574527
391 0.0574899 0.0574899
392 0.0575272 0.0575272
393 0.0575645 0.0575645
394 0.057602 0.057602
395 0.0576395 0.0576395
396 0.0576771 0.0576771
397 0.0577148 0.0577148
398 0.0577526 0.0577526
399 0.0577905 0.0577905
400 0.0578284 0.0578284
401 0.0578665 0.0578665
402 0.0579046 0.0579046
403 0.0579428 0.0579428
404 0.0579811 0.0579811
405 0.0580195 0.0580195
406 0.0580579 0.0580579
407 0.0580965 0.0580965
408 0.0581351 0.0581351
409 0.0581738 0.0581738
410 0.0582126 0.0582126
411 0.0582515 0.0582515
412 0.0582905 0.0582905
413 0.0583295 0.0583295
414 0.0583686 0.0583686
415 0.0584078 0.0584078
416 0.0584471 0.0584471
417 0.0584865 0.0584865
418 0.058526 0.058526
419 0.0585655 0.0585655
420 0.0586051 0.0586051
421 0.0586449 0.0586449
422 0.0586846 0.0586846
423 0.0587245 0.0587245
424 0.0587645 0.0587645
425 0.0588045 0.0588045
426 0.0588446 0.0588446
427 0.0588849 0.0588849
428 0.0589251 0.0589251
429 0.0589655 0.0589655
430 0.059006 0.059006
431 0.0590465 0.0590465
432 0.0590871 0.0590871
433 0.0591278 0.0591278
434 0.0591686 0.0591686
435 0.0592095 0.0592095
436 0.0592504 0.0592504
437 0.0592914 0.0592914
438 0.0593325 0.0593325
439 0.0593737 0.0593737
440 0.059415 0.059415
441 0.0594563 0.0594563
442 0.0594978 0.0594978
443 0.0595393 0.0595393
444 0.0595809 0.0595809
445 0.0596226 0.0596226
446 0.0596643 0.0596643
447 0.0597061 0.0597061
448 0.0597481 0.0597481
449 0.0597901 0.0597901
450 0.0598321 0.0598321
451 0.0598743 0.0598743
452 0.0599165 0.0599165
453 0.0599589 0.0599589
454 0.0600013 0.0600013
455 0.0600437 0.0600437
456 0.0600863 0.0600863
457 0.0601289 0.0601289
458 0.0601716 0.0601716
459 0.0602144 0.0602144
460 0.0602573 0.0602573
461 0.0603003 0.0603003
462 0.0603433 0.0603433
463 0.0603864 0.0603864
464 0.0604296 0.0604296
465 0.0604729 0.0604729
466 0.0605163 0.0605163
467 0.0605597 0.0605597
468 0.0606032 0.0606032
469 0.0606468 0.0606468
470 0.0606905 0.0606905
471 0.0607342 0.0607342
472 0.060778 0.060778
473 0.060822 0.060822
474 0.0608659 0.0608659
475 0.06091 0.06091
476 0.0609541 0.0609541
477 0.0609984 0.0609984
478 0.0610427 0.0610427
479 0.061087 0.061087
480 0.0611315 0.0611315
481 0.061176 0.061176
482 0.0612206 0.0612206
483 0.0612653 0.0612653
484 0.0613101 0.0613101
485 0.0613549 0.0613549
486 0.0613998 0.0613998
487 0.0614448 0.0614448
488 0.0614899 0.0614899
489 0.061535 0.061535
490 0.0615803 0.0615803
491 0.0616256 0.0616256
492 0.061671 0.061671
493 0.0617164 0.0617164
494 0.0617619 0.0617619
495 0.0618076 0.0618076
496 0.0618532 0.0618532
497 0.061899 0.061899
498 0.0619448 0.0619448
499 0.0619908 0.0619908
500 0.0620368 0.0620368
501 0.0620828 0.0620828
502 0.062129 0.062129
503 0.0621752 0.0621752
504 0.0622215 0.0622215
505 0.0622679 0.0622679
506 0.0623143 0.0623143
507 0.0623608 0.0623608
508 0.0624074 0.0624074
509 0.0624541 0.0624541
510 0.0625008 0.0625008
511 0.0625477 0.0625477
512 0.0625946 0.0625946
513 0.0626415 0.0626415
514 0.0626886 0.0626886
515 0.0627357 0.0627357
516 0.0627829 0.0627829
517 0.0628302 0.0628302
518 0.0628775 0.0628775
519 0.0629249 0.0629249
520 0.0629724 0.0629724
521 0.06302 0.06302
522 0.0630676 0.0630676
523 0.0631154 0.0631154
524 0.0631631 0.0631631
525 0.063211 0.063211
526 0.0632589 0.0632589
527 0.063307 0.063307
528 0.063355 0.063355
529 0.0634032 0.0634032
530 0.0634514 0.0634514
531 0.0634997 0.0634997
532 0.0635481 0.0635481
533 0.0635966 0.0635966
534 0.0636451 0.0636451
535 0.0636937 0.0636937
536 0.0637423 0.0637423
537 0.0637911 0.0637911
538 0.0638399 0.0638399
539 0.0638888 0.0638888
540 0.0639377 0.0639377
541 0.0639868 0.0639868
542 0.0640359 0.0640359
543 0.0640851 0.0640851
544 0.0641343 0.0641343
545 0.0641836 0.0641836
546 0.064233 0.064233
547 0.0642825 0.0642825
548 0.064332 0.064332
549 0.0643816 0.0643816
550 0.0644313 0.0644313
551 0.064481 0.064481
552 0.0645309 0.0645309
553 0.0645807 0.0645807
554 0.0646307 0.0646307
555 0.0646807 0.0646807
556 0.0647308 0.0647308
557 0.064781 0.064781
558 0.0648313 0.0648313
559 0.0648816 0.0648816
560 0.0649319 0.0649319
561 0.0649824 0.0649824
562 0.0650329 0.0650329
563 0.0650835 0.0650835
564 0.0651342 0.0651342
565 0.0651849 0.0651849
566 0.0652357 0.0652357
567 0.0652866 0.0652866
568 0.0653375 0.0653375
569 0.0653885 0.0653885
570 0.0654396 0.0654396
571 0.0654908 0.0654908
572 0.065542 0.065542
573 0.0655933 0.0655933
574 0.0656446 0.0656446
575 0.0656961 0.0656961
576 0.0657476 0.0657476
577 0.0657991 0.0657991
578 0.0658508 0.0658508
579 0.0659025 0.0659025
580 0.0659542 0.0659542
581 0.0660061 0.0660061
582 0.066058 0.066058
583 0.0661099 0.0661099
584 0.066162 0.066162
585 0.0662141 0.0662141
586 0.0662663 0.0662663
587 0.0663185 0.0663185
588 0.0663708 0.0663708
589 0.0664232 0.0664232
590 0.0664756 0.0664756
591 0.0665282 0.0665282
592 0.0665807 0.0665807
593 0.0666334 0.0666334
594 0.0666861 0.0666861
595 0.0667389 0.0667389
596 0.0667917 0.0667917
597 0.0668446 0.0668446
598 0.0668976 0.0668976
599 0.0669507 0.0669507
600 0.0670038 0.0670038
601 0.067057 0.067057
602 0.0671102 0.0671102
603 0.0671635 0.0671635
604 0.0672169 0.0672169
605 0.0672703 0.0672703
606 0.0673238 0.0673238
607 0.0673774 0.0673774
608 0.067431 0.067431
609 0.0674848 0.0674848
610 0.0675385 0.0675385
611 0.0675924 0.0675924
612 0.0676463 0.0676463
613 0.0677002 0.0677002
614 0.0677542 0.0677542
615 0.0678083 0.0678083
616 0.0678625 0.0678625
617 0.0679167 0.0679167
618 0.067971 0.067971
619 0.0680253 0.0680253
620 0.0680798 0.0680798
621 0.0681342 0.0681342
622 0.0681888 0.0681888
623 0.0682434 0.0682434
624 0.0682981 0.0682981
625 0.0683528 0.0683528
626 0.0684076 0.0684076
627 0.0684624 0.0684624
628 0.0685174 0.0685174
629 0.0685723 0.0685723
630 0.0686274 0.0686274
631 0.0686825 0.0686825
632 0.0687377 0.0687377
633 0.0687929 0.0687929
634 0.0688482 0.0688482
635 0.0689036 0.0689036
636 0.068959 0.068959
637 0.0690145 0.0690145
638 0.06907 0.06907
639 0.0691256 0.0691256
640 0.0691813 0.0691813
641 0.069237 0.069237
642 0.0692928 0.0692928
643 0.0693487 0.0693487
644 0.0694046 0.0694046
645 0.0694606 0.0694606
646 0.0695166 0.0695166
647 0.0695727 0.0695727
648 0.0696289 0.0696289
649 0.0696851 0.0696851
650 0.0697414 0.0697414
651 0.0697977 0.0697977
652 0.0698541 0.0698541
653 0.0699106 0.0699106
654 0.0699671 0.0699671
655 0.0700237 0.0700237
656 0.0700804 0.0700804
657 0.0701371 0.0701371
658 0.0701938 0.0701938
659 0.0702507 0.0702507
660 0.0703075 0.0703075
661 0.0703645 0.0703645
662 0.0704215 0.0704215
663 0.0704786 0.0704786
664 0.0705357 0.0705357
665 0.0705929 0.0705929
666 0.0706501 0.0706501
667 0.0707074 0.0707074
668 0.0707647 0.0707647
669 0.0708222 0.0708222
670 0.0708796 0.0708796
671 0.0709372 0.0709372
672 0.0709948 0.0709948
673 0.0710524 0.0710524
674 0.0711101 0.0711101
675 0.0711679 0.0711679
676 0.0712257 0.0712257
677 0.0712836 0.0712836
678 0.0713415 0.0713415
679 0.0713995 0.0713995
680 0.0714576 0.0714576
681 0.0715157 0.0715157
682 0.0715738 0.0715738
683 0.0716321 0.0716321
684 0.0716903 0.0716903
685 0.0717487 0.0717487
686 0.0718071 0.0718071
687 0.0718655 0.0718655
688 0.071924 0.071924
689 0.0719826 0.0719826
690 0.0720412 0.0720412
691 0.0720999 0.0720999
692 0.0721586 0.0721586
693 0.0722174 0.0722174
694 0.0722762 0.0722762
695 0.0723351 0.0723351
696 0.0723941 0.0723941
697 0.0724531 0.0724531
698 0.0725122 0.0725122
699 0.0725713 0.0725713
700 0.0726305 0.0726305
701 0.0726897 0.0726897
702 0.072749 0.072749
703 0.0728083 0.0728083
704 0.0728677 0.0728677
705 0.0729271 0.0729271
706 0.0729866 0.0729866
707 0.0730462 0.0730462
708 0.0731058 0.0731058
709 0.0731655 0.0731655
710 0.0732252 0.0732252
711 0.073285 0.073285
712 0.0733448 0.0733448
713 0.0734047 0.0734047
714 0.0734646 0.0734646
715 0.0735246 0.0735246
716 0.0735846 0.0735846
717 0.0736447 0.0736447
718 0.0737048 0.0737048
719 0.073765 0.073765
720 0.0738253 0.0738253
721 0.0738856 0.0738856
722 0.0739459 0.0739459
723 0.0740063 0.0740063
724 0.0740668 0.0740668
725 0.0741273 0.0741273
726 0.0741879 0.0741879
727 0.0742485 0.0742485
728 0.0743091 0.0743091
729 0.0743699 0.0743699
730 0.0744306 0.0744306
731 0.0744914 0.0744914
732 0.0745523 0.0745523
733 0.0746132 0.0746132
734 0.0746742 0.0746742
735 0.0747352 0.0747352
736 0.0747963 0.0747963
737 0.0748574 0.0748574
738 0.0749186 0.0749186
739 0.0749798 0.0749798
740 0.0750411 0.0750411
741 0.0751024 0.0751024
742 0.0751638 0.0751638
743 0.0752252 0.0752252
744 0.0752867 0.0752867
745 0.0753482 0.0753482
746 0.0754098 0.0754098
747 0.0754714 0.0754714
748 0.0755331 0.0755331
749 0.0755948 0.0755948
750 0.0756566 0.0756566
751 0.0757184 0.0757184
752 0.0757802 0.0757802
753 0.0758421 0.0758421
754 0.0759041 0.0759041
755 0.0759661 0.0759661
756 0.0760282 0.0760282
757 0.0760903 0.0760903
758 0.0761524 0.0761524
759 0.0762146 0.0762146
760 0.0762769 0.0762769
761 0.0763392 0.0763392
762 0.0764015 0.0764015
763 0.0764639 0.0764639
764 0.0765264 0.0765264
765 0.0765889 0.0765889
766 0.0766514 0.0766514
767 0.076714 0.076714
768 0.0767766 0.0767766
769 0.0768393 0.0768393
770 0.076902 0.076902
771 0.0769648 0.0769648
772 0.0770276 0.0770276
773 0.0770904 0.0770904
774 0.0771533 0.0771533
775 0.0772163 0.0772163
776 0.0772793 0.0772793
777 0.0773423 0.0773423
778 0.0774054 0.0774054
779 0.0774685 0.0774685
780 0.0775317 0.0775317
781 0.0775949 0.0775949
782 0.0776582 0.0776582
783 0.0777215 0.0777215
784 0.0777849 0.0777849
785 0.0778483 0.0778483
786 0.0779117 0.0779117
787 0.0779752 0.0779752
788 0.0780388 0.0780388
789 0.0781023 0.0781023
790 0.078166 0.078166
791 0.0782296 0.0782296
792 0.0782933 0.0782933
793 0.0783571 0.0783571
794 0.0784209 0.0784209
795 0.0784847 0.0784847
796 0.0785486 0.0785486
797 0.0786125 0.0786125
798 0.0786765 0.0786765
799 0.0787405 0.0787405
800 0.0788046 0.0788046
801 0.0788687 0.0788687
802 0.0789328 0.0789328
803 0.078997 0.078997
804 0.0790612 0.0790612
805 0.0791255 0.0791255
806 0.0791898 0.0791898
807 0.0792541 0.0792541
808 0.0793185 0.0793185
809 0.0793829 0.0793829
810 0.0794474 0.0794474
811 0.0795119 0.0795119
812 0.0795765 0.0795765
813 0.0796411 0.0796411
814 0.0797057 0.0797057
815 0.0797704 0.0797704
816 0.0798351 0.0798351
817 0.0798999 0.0798999
818 0.0799647 0.0799647
819 0.0800295 0.0800295
820 0.0800944 0.0800944
821 0.0801593 0.0801593
822 0.0802243 0.0802243
823 0.0802893 0.0802893
824 0.0803543 0.0803543
825 0.0804194 0.0804194
826 0.0804845 0.0804845
827 0.0805497 0.0805497
828 0.0806149 0.0806149
829 0.0806801 0.0806801
830 0.0807454 0.0807454
831 0.0808107 0.0808107
832 0.080876 0.080876
833 0.0809414 0.0809414
834 0.0810068 0.0810068
835 0.0810723 0.0810723
836 0.0811378 0.0811378
837 0.0812034 0.0812034
838 0.0812689 0.0812689
839 0.0813345 0.0813345
840 0.0814002 0.0814002
841 0.0814659 0.0814659
842 0.0815316 0.0815316
843 0.0815974 0.0815974
844 0.0816632 0.0816632
845 0.081729 0.081729
846 0.0817949 0.0817949
847 0.0818608 0.0818608
848 0.0819268 0.0819268
849 0.0819927 0.0819927
850 0.0820588 0.0820588
851 0.0821248 0.0821248
852 0.0821909 0.0821909
853 0.082257 0.082257
854 0.0823232 0.0823232
855 0.0823894 0.0823894
856 0.0824556 0.0824556
857 0.0825219 0.0825219
858 0.0825882 0.0825882
859 0.0826545 0.0826545
860 0.0827209 0.0827209
861 0.0827873 0.0827873
862 0.0828538 0.0828538
863 0.0829203 0.0829203
864 0.0829868 0.0829868
865 0.0830533 0.0830533
866 0.0831199 0.0831199
867 0.0831865 0.0831865
868 0.0832532 0.0832532
869 0.0833198 0.0833198
870 0.0833865 0.0833865
871 0.0834533 0.0834533
872 0.0835201 0.0835201
873 0.0835869 0.0835869
874 0.0836537 0.0836537
875 0.0837206 0.0837206
876 0.0837875 0.0837875
877 0.0838545 0.0838545
878 0.0839215 0.0839215
879 0.0839885 0.0839885
880 0.0840555 0.0840555
881 0.0841226 0.0841226
882 0.0841897 0.0841897
883 0.0842568 0.0842568
884 0.084324 0.084324
885 0.0843912 0.0843912
886 0.0844584 0.0844584
887 0.0845257 0.0845257
888 0.084593 0.084593
889 0.0846603 0.0846603
890 0.0847277 0.0847277
891 0.0847951 0.0847951
892 0.0848625 0.0848625
893 0.0849299 0.0849299
894 0.0849974 0.0849974
895 0.0850649 0.0850649
896 0.0851324 0.0851324
897 0.0852 0.0852
898 0.0852676 0.0852676
899 0.0853352 0.0853352
900 0.0854029 0.0854029
901 0.0854706 0.0854706
902 0.0855383 0.0855383
903 0.085606 0.085606
904 0.0856738 0.0856738
905 0.0857416 0.0857416
906 0.0858095 0.0858095
907 0.0858773 0.0858773
908 0.0859452 0.0859452
909 0.0860131 0.0860131
910 0.0860811 0.0860811
911 0.086149 0.086149
912 0.086217 0.086217
913 0.0862851 0.0862851
914 0.0863531 0.0863531
915 0.0864212 0.0864212
916 0.0864893 0.0864893
917 0.0865574 0.0865574
918 0.0866256 0.0866256
919 0.0866938 0.0866938
920 0.086762 0.086762
921 0.0868303 0.0868303
922 0.0868985 0.0868985
923 0.0869668 0.0869668
924 0.0870351 0.0870351
925 0.0871035 0.0871035
926 0.0871719 0.0871719
927 0.0872403 0.0872403
928 0.0873087 0.0873087
929 0.0873771 0.0873771
930 0.0874456 0.0874456
931 0.0875141 0.0875141
932 0.0875827 0.0875827
933 0.0876512 0.0876512
934 0.0877198 0.0877198
935 0.0877884 0.0877884
936 0.087857 0.087857
937 0.0879257 0.0879257
938 0.0879943 0.0879943
939 0.088063 0.088063
940 0.0881318 0.0881318
941 0.0882005 0.0882005
942 0.0882693 0.0882693
943 0.0883381 0.0883381
944 0.0884069 0.0884069
945 0.0884757 0.0884757
946 0.0885446 0.0885446
947 0.0886135 0.0886135
948 0.0886824 0.0886824
949 0.0887513 0.0887513
950 0.0888203 0.0888203
951 0.0888893 0.0888893
952 0.0889583 0.0889583
953 0.0890273 0.0890273
954 0.0890963 0.0890963
955 0.0891654 0.0891654
956 0.0892345 0.0892345
957 0.0893036 0.0893036
958 0.0893727 0.0893727
959 0.0894419 0.0894419
960 0.089511 0.089511
961 0.0895802 0.0895802
962 0.0896495 0.0896495
963 0.0897187 0.0897187
964 0.0897879 0.0897879
965 0.0898572 0.0898572
966 0.0899265 0.0899265
967 0.0899958 0.0899958
968 0.0900652 0.0900652
969 0.0901345 0.0901345
970 0.0902039 0.0902039
971 0.0902733 0.0902733
972 0.0903427 0.0903427
973 0.0904122 0.0904122
974 0.0904816 0.0904816
975 0.0905511 0.0905511
976 0.0906206 0.0906206
977 0.0906901 0.0906901
978 0.0907596 0.0907596
979 0.0908292 0.0908292
980 0.0908988 0.0908988
981 0.0909684 0.0909684
982 0.091038 0.091038
983 0.0911076 0.0911076
984 0.0911772 0.0911772
985 0.0912469 0.0912469
986 0.0913166 0.0913166
987 0.0913863 0.0913863
988 0.091456 0.091456
989 0.0915257 0.0915257
990 0.0915954 0.0915954
991 0.0916652 0.0916652
992 0.091735 0.091735
993 0.0918048 0.0918048
994 0.0918746 0.0918746
995 0.0919444 0.0919444
996 0.0920143 0.0920143
997 0.0920841 0.0920841
998 0.092154 0.092154
999 0.0922239 0.0922239
1000 0.0922938 0.0922938
1001 0.0923637 0.0923637
1002 0.0924337 0.0924337
1003 0.0925036 0.0925036
1004 0.0925736 0.0925736
1005 0.0926436 0.0926436
1006 0.0927136 0.0927136
1007 0.0927836 0.0927836
1008 0.0928536 0.0928536
1009 0.0929237 0.0929237
1010 0.0929937 0.0929937
1011 0.0930638 0.0930638
1012 0.0931339 0.0931339
1013 0.093204 0.093204
