r r 
0.486235 0.504325 
-0.757165 -0.641045 
0.160483 0.312417 
0.17303 0.566313 
0.0926315 -0.136672 
0.228052 0.193446 
0.0238335 0.2146 
0.160003 -0.198687 
0.164276 0.228455 
0.477652 0.495351 
-0.725147 -0.612455 
0.189931 0.323922 
0.21106 0.565817 
0.116483 -0.0925935 
0.193726 0.160141 
0.0450166 0.216693 
0.201053 -0.120133 
0.138509 0.21425 
0.459677 0.476853 
-0.682249 -0.573732 
0.197516 0.313995 
0.241849 0.558368 
0.154969 -0.0338148 
0.152701 0.12036 
0.0961263 0.248895 
0.25193 -0.0322615 
0.0850031 0.170486 
0.424909 0.441449 
-0.651351 -0.547645 
0.213799 0.313324 
0.266705 0.545611 
0.194625 0.0260018 
0.0928239 0.0619171 
0.125483 0.259689 
0.257046 0.00903515 
0.0176619 0.111146 
0.379102 0.394908 
-0.601076 -0.502712 
0.225893 0.309129 
0.272526 0.514741 
0.239924 0.0911483 
0.0296675 0.000352459 
0.132513 0.248644 
0.266241 0.0533301 
-0.0403156 0.0595168 
0.351877 0.36687 
-0.556875 -0.46428 
0.240271 0.307975 
0.27205 0.478759 
0.308389 0.178989 
-0.0245425 -0.0521381 
0.153586 0.252256 
0.29131 0.112186 
-0.0974885 0.00713753 
0.335463 0.349576 
-0.510398 -0.423906 
0.273624 0.32663 
0.27286 0.445473 
0.370926 0.260291 
-0.0653551 -0.0911319 
0.164421 0.246352 
0.298533 0.151687 
-0.159343 -0.0513762 
0.333671 0.346854 
-0.466334 -0.386187 
0.306163 0.345364 
0.261062 0.40118 
0.402276 0.309673 
-0.104581 -0.128466 
0.170942 0.236946 
0.308822 0.192581 
-0.211912 -0.10195 
0.378866 0.391082 
-0.416303 -0.342661 
0.32758 0.353917 
0.253121 0.362501 
0.419188 0.343784 
-0.14928 -0.171227 
0.169237 0.220202 
0.308683 0.221241 
-0.245173 -0.134454 
0.404608 0.415832 
-0.375747 -0.308692 
0.337631 0.352077 
0.276398 0.356924 
0.42614 0.367015 
-0.188839 -0.208823 
0.193221 0.230091 
0.295047 0.234496 
-0.282392 -0.172041 
0.40836 0.41858 
-0.337576 -0.27712 
0.355754 0.359303 
0.303386 0.357037 
0.410303 0.366472 
-0.238529 -0.256547 
0.229142 0.252909 
0.276324 0.240683 
-0.312351 -0.203385 
0.413879 0.423093 
-0.283016 -0.229107 
0.355998 0.349654 
0.331568 0.360391 
0.395953 0.366378 
-0.271223 -0.287289 
0.23426 0.245944 
0.257956 0.245194 
-0.366993 -0.260319 
0.439123 0.44734 
-0.229061 -0.181589 
0.374235 0.358999 
0.362335 0.368417 
0.381851 0.365457 
-0.285826 -0.299973 
0.244215 0.244855 
0.217089 0.225149 
-0.425883 -0.322297 
0.451335 0.45857 
-0.170588 -0.129393 
0.380674 0.357537 
0.412644 0.398091 
0.369294 0.364983 
-0.301751 -0.314028 
0.246573 0.237213 
0.181299 0.208123 
-0.487448 -0.387643 
0.46621 0.472489 
-0.120134 -0.085011 
0.377349 0.347284 
0.467601 0.434517 
0.358369 0.365032 
-0.306787 -0.317254 
0.233649 0.215329 
0.139867 0.183415 
-0.528586 -0.433153 
0.483289 0.488643 
-0.0438518 -0.0145576 
0.370009 0.333961 
0.520647 0.471109 
0.361308 0.377837 
-0.326699 -0.335429 
0.23713 0.210879 
0.103043 0.161308 
-0.571093 -0.480525 
0.517774 0.522239 
0.00427316 0.0280144 
0.322203 0.281086 
0.585124 0.52117 
0.356868 0.382167 
-0.331049 -0.338125 
0.240382 0.207204 
0.0666837 0.13771 
-0.589064 -0.503761 
0.524086 0.527704 
0.0648201 0.0833108 
0.287751 0.242437 
0.648162 0.571774 
0.337139 0.370133 
-0.337481 -0.342992 
0.224509 0.18538 
0.0245176 0.106415 
-0.607602 -0.527876 
0.55433 0.557148 
0.126945 0.140508 
0.236106 0.187427 
0.715529 0.628617 
0.321103 0.360744 
-0.334868 -0.33891 
0.210933 0.166791 
-0.00918236 0.081771 
-0.631608 -0.557686 
0.563472 0.565539 
0.164604 0.17358 
0.19892 0.14766 
0.770488 0.674881 
0.340402 0.385681 
-0.36137 -0.364045 
0.170917 0.122659 
-0.00629824 0.0919833 
-0.656621 -0.588656 
0.570482 0.57185 
0.217854 0.222594 
0.167186 0.114078 
0.826001 0.723437 
0.350469 0.400417 
-0.382578 -0.38399 
0.125628 0.0741064 
-0.0204827 0.0834936 
-0.687289 -0.625361 
0.564914 0.565636 
0.26377 0.264631 
0.155062 0.100789 
0.882941 0.775059 
0.340195 0.393893 
-0.402212 -0.402469 
0.0619324 0.00794771 
-0.0397687 0.0683701 
-0.713362 -0.657486 
0.551735 0.551867 
0.303387 0.300731 
0.139217 0.0844068 
0.90901 0.797344 
0.312192 0.368772 
-0.428197 -0.427406 
0.00501099 -0.0506879 
-0.0436784 0.0671968 
-0.719396 -0.669528 
0.528203 0.527798 
0.35017 0.344356 
0.139138 0.084363 
0.924305 0.810277 
0.292567 0.351215 
-0.44984 -0.448107 
-0.0587582 -0.115478 
-0.0646864 0.0476089 
-0.708585 -0.664629 
0.480674 0.479788 
0.396595 0.387981 
0.138908 0.0846858 
0.938634 0.823556 
0.254435 0.314396 
-0.447547 -0.44498 
-0.114859 -0.171961 
-0.082579 0.0299318 
-0.689277 -0.651089 
0.436554 0.435241 
0.428198 0.41713 
0.127885 0.0746802 
0.929582 0.81465 
0.196548 0.257127 
-0.435803 -0.432504 
-0.162017 -0.218923 
-0.106082 0.00555254 
-0.674443 -0.641837 
0.410961 0.409274 
0.458643 0.445461 
0.0999563 0.0481791 
0.908462 0.794757 
0.158634 0.219194 
-0.416661 -0.412732 
-0.22539 -0.281576 
-0.121798 -0.0120205 
-0.649116 -0.621872 
0.406062 0.404053 
0.496367 0.481398 
0.0675445 0.0175519 
0.897655 0.786143 
0.126638 0.186605 
-0.387392 -0.382931 
-0.293987 -0.348985 
-0.14685 -0.0397979 
-0.626689 -0.604556 
0.416462 0.414181 
0.529986 0.513542 
0.0303855 -0.0175162 
0.886628 0.778163 
0.0899348 0.148793 
-0.33963 -0.334729 
-0.345629 -0.39903 
-0.170456 -0.0668889 
-0.571936 -0.554639 
0.431814 0.429308 
0.525372 0.50775 
-0.0175945 -0.0631481 
0.865944 0.761268 
0.0635043 0.120799 
-0.273699 -0.268447 
-0.379673 -0.43112 
-0.180954 -0.0815277 
-0.512426 -0.499669 
0.454265 0.451579 
0.514978 0.496458 
-0.0708463 -0.113841 
0.840188 0.739937 
0.0415121 0.0968466 
-0.219664 -0.214145 
-0.390176 -0.439364 
-0.206843 -0.112109 
-0.439455 -0.430927 
0.462 0.459177 
0.482944 0.463788 
-0.116339 -0.156609 
0.803056 0.707765 
0.00564785 0.0586815 
-0.173942 -0.168234 
-0.375915 -0.422591 
-0.244895 -0.155311 
-0.361219 -0.3566 
0.455616 0.452696 
0.462045 0.442497 
-0.13356 -0.170982 
0.752972 0.663076 
-0.034397 0.0160497 
-0.133044 -0.127218 
-0.344615 -0.388574 
-0.272793 -0.188721 
-0.308483 -0.307444 
0.467757 0.464778 
0.452204 0.432486 
-0.154253 -0.188741 
0.702126 0.617968 
-0.0496121 -0.00198665 
-0.108137 -0.10226 
-0.293981 -0.335063 
-0.311502 -0.233218 
-0.259165 -0.261375 
0.499193 0.496188 
0.423625 0.403942 
-0.16538 -0.196885 
0.646491 0.568326 
-0.0558457 -0.0112266 
-0.0946173 -0.0887511 
-0.239625 -0.277712 
-0.347829 -0.275528 
-0.211673 -0.216802 
0.520533 0.517533 
0.412346 0.392881 
-0.192137 -0.220642 
0.56411 0.492112 
-0.0576482 -0.0161743 
-0.0826253 -0.0768243 
-0.177146 -0.21216 
-0.368442 -0.302243 
-0.156077 -0.163799 
0.522734 0.519767 
0.401063 0.381981 
-0.212763 -0.238282 
0.470186 0.404454 
-0.0692712 -0.0310382 
-0.0680341 -0.0623472 
-0.110461 -0.142361 
-0.368634 -0.308588 
-0.100925 -0.11092 
0.50867 0.505762 
0.371027 0.352473 
-0.225877 -0.248451 
0.389478 0.330043 
-0.0958052 -0.0608689 
-0.0313485 -0.0258192 
-0.0388905 -0.0676695 
-0.376652 -0.322744 
-0.0465988 -0.0585542 
0.478257 0.475429 
0.323064 0.305166 
-0.227078 -0.246773 
0.307864 0.254692 
-0.115372 -0.0837517 
-0.0178131 -0.012479 
0.013802 -0.0118786 
-0.381167 -0.333326 
0.00267933 -0.0109365 
0.461315 0.458587 
0.269414 0.252279 
-0.243166 -0.260068 
0.22252 0.175521 
-0.110861 -0.0825419 
-0.000386191 0.00472053 
0.0654633 0.0428308 
-0.384206 -0.342312 
0.0582703 0.0432818 
0.429313 0.426702 
0.214408 0.198126 
-0.278794 -0.293008 
0.175485 0.13452 
-0.0991674 -0.0741049 
0.0343793 0.0392316 
0.108421 0.0887619 
-0.402768 -0.366653 
0.101162 0.085074 
0.391473 0.388991 
0.147213 0.131859 
-0.343485 -0.355132 
0.107783 0.072667 
-0.0837482 -0.0618713 
0.0811506 0.0857265 
0.156839 0.140058 
-0.404847 -0.374305 
0.16791 0.15098 
0.333007 0.330667 
0.0673164 0.0529477 
-0.374934 -0.384146 
0.0219228 -0.00756608 
-0.076489 -0.057703 
0.134746 0.139028 
0.228051 0.214033 
-0.43151 -0.406302 
0.217996 0.200466 
0.283143 0.280953 
-0.00428549 -0.0176257 
-0.389421 -0.396343 
-0.0497466 -0.0738628 
-0.0598472 -0.0440368 
0.166684 0.170659 
0.290702 0.279319 
-0.444498 -0.424356 
0.264308 0.246402 
0.240355 0.238322 
-0.0734485 -0.085731 
-0.423642 -0.428426 
-0.117 -0.136025 
-0.0308455 -0.0178781 
0.206237 0.209898 
0.342184 0.333293 
-0.434533 -0.419167 
0.295159 0.277084 
0.193563 0.191691 
-0.14225 -0.153458 
-0.436697 -0.4395 
-0.188917 -0.203155 
0.00468107 0.0149525 
0.244658 0.247998 
0.381793 0.375241 
-0.411763 -0.400865 
0.327939 0.309882 
0.129532 0.127824 
-0.185396 -0.195526 
-0.452068 -0.453053 
-0.281122 -0.290892 
0.0280166 0.0357508 
0.28684 0.289858 
0.439757 0.435385 
-0.369714 -0.362963 
0.356331 0.338463 
0.0846086 0.0830647 
-0.217053 -0.22611 
-0.460814 -0.460143 
-0.384959 -0.390593 
0.0457816 0.0511462 
0.311499 0.314198 
0.493189 0.49083 
-0.343244 -0.340309 
0.395975 0.378448 
0.0469047 0.0455242 
-0.237415 -0.245416 
-0.462483 -0.460322 
-0.479497 -0.481335 
0.0610259 0.0641955 
0.321769 0.324153 
0.5508 0.550285 
-0.316445 -0.31699 
0.445805 0.428753 
0.0119501 0.0107307 
-0.235767 -0.242736 
-0.485131 -0.481641 
-0.568534 -0.566921 
0.0662049 0.0673581 
0.316231 0.318308 
0.588802 0.589961 
-0.292608 -0.296297 
0.473799 0.45734 
-0.0265391 -0.0276012 
-0.247651 -0.25362 
-0.47523 -0.470571 
-0.64243 -0.637708 
0.0923757 0.0916935 
0.285075 0.286854 
0.612467 0.61513 
-0.250316 -0.256816 
0.499469 0.483703 
-0.0580863 -0.0589959 
-0.252044 -0.25705 
-0.440963 -0.435291 
-0.699477 -0.691988 
0.120915 0.118578 
0.244614 0.246106 
0.651659 0.655657 
-0.191503 -0.200484 
0.532815 0.517826 
-0.0823302 -0.0830932 
-0.238447 -0.242535 
-0.401519 -0.394984 
-0.759127 -0.749205 
0.146211 0.1424 
0.207669 0.208887 
0.689706 0.694874 
-0.135093 -0.146232 
0.571803 0.55766 
-0.0859455 -0.0865685 
-0.200694 -0.203912 
-0.354453 -0.3472 
-0.817251 -0.805222 
0.189291 0.184182 
0.152403 0.153362 
0.703733 0.70991 
-0.091274 -0.104262 
0.596131 0.582888 
-0.060398 -0.0608885 
-0.175628 -0.178028 
-0.294734 -0.2869 
-0.889074 -0.875253 
0.221854 0.215619 
0.103246 0.103962 
0.68208 0.689112 
-0.0451203 -0.0596559 
0.633015 0.620713 
-0.06003 -0.0603959 
-0.141699 -0.143337 
-0.260866 -0.25258 
-0.939697 -0.924387 
0.233297 0.226102 
0.0754824 0.0759705 
0.64434 0.652077 
-0.0109287 -0.0267267 
0.651513 0.640179 
-0.0651759 -0.0654255 
-0.121236 -0.122168 
-0.236468 -0.227853 
-0.987994 -0.971482 
0.248934 0.24094 
0.0443408 0.0446186 
0.599184 0.607487 
-0.000208749 -0.0169985 
0.65528 0.644931 
-0.0678682 -0.0680103 
-0.100073 -0.100358 
-0.210049 -0.201218 
-1.02669 -1.00925 
0.248188 0.239547 
0.00603571 0.00612058 
0.556232 0.564967 
0.000578473 -0.0169487 
0.650602 0.641241 
-0.0698001 -0.0698435 
-0.0885527 -0.0882489 
-0.187686 -0.178744 
-1.06218 -1.04406 
0.265081 0.255937 
-0.0339104 -0.0340009 
0.543584 0.552628 
0.000692758 -0.0173348 
0.646708 0.638331 
-0.0647796 -0.0647333 
-0.0629473 -0.062114 
-0.170584 -0.161626 
-1.08676 -1.0682 
0.283573 0.27406 
-0.0953143 -0.0955627 
0.529549 0.538785 
0.0111596 -0.00714899 
0.636892 0.629486 
-0.0814213 -0.0812943 
-0.051563 -0.0502584 
-0.164466 -0.15558 
-1.10168 -1.0829 
0.307422 0.297666 
-0.131051 -0.13144 
0.505618 0.514941 
0.00180677 -0.0165817 
0.627007 0.620549 
-0.103999 -0.1038 
-0.0415073 -0.0397886 
-0.146588 -0.137851 
-1.08928 -1.07048 
0.306804 0.296922 
-0.177662 -0.178175 
0.480931 0.490242 
-0.00604392 -0.0243296 
0.598217 0.592679 
-0.115014 -0.114752 
-0.0250754 -0.0229985 
-0.12713 -0.118611 
-1.07846 -1.05983 
0.308264 0.298362 
-0.232049 -0.232668 
0.443543 0.452756 
-0.018463 -0.0364814 
0.558633 0.55398 
-0.1255 -0.125183 
-4.0631e-05 0.00234066 
-0.0965931 -0.0883527 
-1.0395 -1.02119 
0.317897 0.30807 
-0.292801 -0.29351 
0.369947 0.378984 
-0.0187149 -0.03632 
0.524578 0.52077 
-0.152191 -0.151828 
0.0519104 0.0545444 
-0.0679145 -0.0600046 
-0.977526 -0.959678 
0.331806 0.322141 
-0.33355 -0.334335 
0.298756 0.307547 
-0.0124053 -0.0294687 
0.482218 0.47921 
-0.183555 -0.183153 
0.100517 0.103354 
-0.0406934 -0.0331579 
-0.923192 -0.905936 
0.330385 0.320959 
-0.368739 -0.369585 
0.248956 0.25744 
-0.00527774 -0.0216884 
0.462116 0.459861 
-0.217254 -0.216822 
0.140537 0.143532 
-0.0089273 -0.00180233 
-0.857211 -0.840655 
0.31835 0.30923 
-0.412232 -0.413124 
0.222897 0.231023 
0.0170463 0.00138249 
0.442267 0.440715 
-0.267065 -0.266608 
0.156115 0.159223 
0.0116877 0.0183733 
-0.779065 -0.7633 
0.319064 0.310308 
-0.465098 -0.466024 
0.191972 0.199697 
0.0630863 0.0482475 
0.437433 0.436532 
-0.300681 -0.300207 
0.158885 0.162066 
0.0100807 0.0163051 
-0.692818 -0.677919 
0.286292 0.277948 
-0.513387 -0.514335 
0.143141 0.15043 
0.0969149 0.0829639 
0.428351 0.428049 
-0.336208 -0.335723 
0.176134 0.179351 
0.00124321 0.00699107 
-0.620971 -0.606997 
0.249996 0.242104 
-0.547142 -0.548101 
0.0986666 0.105491 
0.114392 0.101378 
0.423736 0.423977 
-0.387149 -0.386658 
0.202274 0.205494 
-0.0239029 -0.018641 
-0.540645 -0.527642 
0.219646 0.212239 
-0.586036 -0.586995 
0.0938857 0.100224 
0.147108 0.135065 
0.400966 0.401696 
-0.445369 -0.444878 
0.231839 0.23503 
-0.0525329 -0.0477609 
-0.465421 -0.45342 
0.189492 0.182594 
-0.620302 -0.621253 
0.103381 0.10922 
0.154993 0.143942 
0.391203 0.39237 
-0.486928 -0.486441 
0.248454 0.251588 
-0.0800551 -0.0757717 
-0.387897 -0.376917 
0.16836 0.161988 
-0.636911 -0.637845 
0.0786535 0.083985 
0.162872 0.152826 
0.409933 0.411483 
-0.509679 -0.509201 
0.267204 0.270257 
-0.105646 -0.101846 
-0.317251 -0.3073 
0.163677 0.157843 
-0.661915 -0.662825 
0.0664581 0.0712795 
0.162778 0.153736 
0.40744 0.409322 
-0.523797 -0.523332 
0.270466 0.273417 
-0.114724 -0.111397 
-0.261346 -0.25242 
0.141792 0.136499 
-0.664998 -0.665877 
0.0556617 0.0599756 
0.16164 0.153593 
0.411272 0.413437 
-0.534284 -0.533835 
0.246223 0.249053 
-0.11385 -0.110982 
-0.215901 -0.207988 
0.119153 0.1144 
-0.68566 -0.686504 
0.0370831 0.0408968 
0.165157 0.158087 
0.39761 0.40001 
-0.546936 -0.546505 
0.218182 0.220876 
-0.107681 -0.105257 
-0.170147 -0.163225 
0.0819354 0.0777167 
-0.69196 -0.692763 
0.00938187 0.0127066 
0.184227 0.178107 
0.402589 0.405179 
-0.556453 -0.556042 
0.188819 0.191364 
-0.0925004 -0.0905008 
-0.141349 -0.13539 
0.0658582 0.0621629 
-0.694984 -0.695742 
-0.0430078 -0.0401572 
0.188243 0.183043 
0.398813 0.401549 
-0.565104 -0.564716 
0.178325 0.180711 
-0.0871361 -0.0855394 
-0.123355 -0.118324 
0.0677156 0.0645293 
-0.683401 -0.684112 
-0.0650965 -0.062702 
0.183976 0.179656 
0.397344 0.400188 
-0.568876 -0.568513 
0.167096 0.169316 
-0.0785825 -0.0773657 
-0.0956688 -0.0915263 
0.0761129 0.0734174 
-0.662608 -0.663269 
-0.0813804 -0.0794214 
0.216872 0.21339 
0.390419 0.393333 
-0.56232 -0.561982 
0.159734 0.161782 
-0.0788055 -0.077944 
-0.0758159 -0.0725162 
0.0865646 0.0843388 
-0.642198 -0.642808 
-0.0967035 -0.0951573 
0.254596 0.251907 
0.392513 0.395462 
-0.529756 -0.529444 
0.126486 0.128359 
-0.0586964 -0.0581646 
-0.0408298 -0.0383243 
0.142358 0.140579 
-0.617226 -0.617784 
-0.112093 -0.110935 
0.28396 0.282013 
0.381039 0.383993 
-0.495771 -0.495485 
0.0878296 0.0895259 
-0.0337902 -0.0335617 
-0.00298175 -0.00121857 
0.18715 0.185791 
-0.58762 -0.588126 
-0.133958 -0.133163 
0.322526 0.321268 
0.375772 0.378701 
-0.469425 -0.469166 
0.0308786 0.0323993 
-0.0161841 -0.0162323 
0.0490052 0.0500799 
0.229933 0.228968 
-0.559465 -0.559919 
-0.150275 -0.149815 
0.337105 0.336483 
0.359894 0.362773 
-0.416115 -0.415883 
0.00205832 0.00340574 
-0.0045749 -0.00487297 
0.101488 0.101929 
0.280286 0.279686 
-0.522868 -0.523269 
-0.160873 -0.16072 
0.352009 0.351969 
0.343335 0.346141 
-0.334181 -0.333975 
-0.000555983 0.000621741 
0.00845234 0.00793101 
0.139956 0.139821 
0.343628 0.343364 
-0.46886 -0.469211 
-0.151049 -0.151177 
0.36895 0.369436 
0.354023 0.356736 
-0.253 -0.25282 
-0.00210322 -0.00109025 
0.0125691 0.0118507 
0.169298 0.168641 
0.403536 0.40358 
-0.39084 -0.391142 
-0.152494 -0.152874 
0.386383 0.387342 
0.368088 0.370692 
-0.192123 -0.191968 
-0.0105432 -0.00968896 
0.00115799 0.000268151 
0.198303 0.197181 
0.467432 0.467753 
-0.323314 -0.323568 
-0.142973 -0.143577 
0.386145 0.387521 
0.375724 0.378204 
-0.149232 -0.149101 
-0.014028 -0.0133256 
-0.0168398 -0.0178763 
0.226167 0.224635 
0.51395 0.514518 
-0.280631 -0.28084 
-0.149137 -0.149939 
0.387793 0.389534 
0.376617 0.378961 
-0.117425 -0.117318 
-0.0224289 -0.0218704 
-0.039378 -0.0405373 
0.258762 0.256874 
0.554536 0.555323 
-0.240479 -0.240645 
-0.140937 -0.14191 
0.400458 0.402513 
0.373818 0.376017 
-0.100056 -0.0999706 
-0.0220454 -0.0216226 
-0.0563627 -0.0576221 
0.287236 0.285043 
0.591307 0.592285 
-0.196489 -0.196615 
-0.128932 -0.13005 
0.397515 0.399834 
0.36449 0.366537 
-0.0959627 -0.0958982 
-0.0398061 -0.03951 
-0.0806787 -0.0820167 
0.331178 0.32873 
0.606228 0.607369 
-0.172833 -0.172921 
-0.105029 -0.106268 
0.376172 0.378708 
0.370678 0.372567 
-0.105509 -0.105464 
-0.0607738 -0.0605952 
-0.0867542 -0.0881506 
0.365152 0.362497 
0.618881 0.620158 
-0.143636 -0.143689 
-0.0984421 -0.0997788 
0.355218 0.357927 
0.393041 0.39477 
-0.1167 -0.116673 
-0.0799427 -0.0798722 
-0.073655 -0.0750909 
0.435813 0.432996 
0.603395 0.604784 
-0.108648 -0.108669 
-0.0865995 -0.0880118 
0.327652 0.33049 
0.422255 0.423822 
-0.135768 -0.135758 
-0.0900681 -0.0900959 
-0.0616756 -0.0631336 
0.510435 0.507498 
0.557084 0.55856 
-0.0522059 -0.0521977 
-0.0803288 -0.0817961 
0.301738 0.304667 
0.455815 0.457221 
-0.167409 -0.167413 
-0.110497 -0.110614 
-0.0592939 -0.0607579 
0.57022 0.567202 
0.503132 0.504674 
-0.0167694 -0.0167347 
-0.0682121 -0.0697152 
0.283215 0.286198 
0.487829 0.489076 
-0.184502 -0.18452 
-0.120435 -0.120631 
-0.0514105 -0.0528662 
0.594925 0.591863 
0.444812 0.446398 
0.0299482 0.0300065 
-0.0706783 -0.0721994 
0.260765 0.263769 
0.515521 0.516612 
-0.20648 -0.20651 
-0.111886 -0.112152 
-0.0598429 -0.061277 
0.627972 0.624899 
0.394212 0.395823 
0.090697 0.0907761 
-0.0692601 -0.070783 
0.245575 0.248569 
0.531579 0.532519 
-0.228942 -0.228982 
-0.112345 -0.112671 
-0.0642401 -0.0656411 
0.658057 0.655003 
0.34708 0.348698 
0.132453 0.132551 
-0.0603909 -0.061901 
0.238738 0.241694 
0.54483 0.545623 
-0.261569 -0.261619 
-0.115304 -0.115682 
-0.0835907 -0.0849484 
0.667623 0.664617 
0.3012 0.30281 
0.164977 0.16509 
-0.0468428 -0.048327 
0.23492 0.237814 
0.56728 0.567934 
-0.288493 -0.288551 
-0.104119 -0.104541 
-0.102057 -0.103363 
0.680319 0.677383 
0.245696 0.247283 
0.182714 0.18284 
-0.0363954 -0.0378419 
0.241915 0.244725 
0.590425 0.590947 
-0.25681 -0.256874 
-0.0766709 -0.0771273 
-0.13873 -0.139976 
0.68777 0.684926 
0.197435 0.198985 
0.214125 0.214261 
-0.0178536 -0.0192523 
0.253785 0.256492 
0.622512 0.622909 
-0.228991 -0.229061 
-0.0503809 -0.0508647 
-0.202066 -0.203246 
0.664679 0.661946 
0.165701 0.167204 
0.228245 0.228389 
0.0310066 0.0296645 
0.264407 0.266996 
0.638258 0.638538 
-0.175968 -0.176041 
-0.0387499 -0.0392539 
-0.248703 -0.249813 
0.646381 0.643774 
0.116116 0.117562 
0.250023 0.250173 
0.0856546 0.0843766 
0.247021 0.249478 
0.624419 0.62459 
-0.118502 -0.118579 
0.0176452 0.0171276 
-0.302055 -0.30309 
0.64459 0.642121 
0.0760467 0.0774264 
0.264466 0.26462 
0.138401 0.137193 
0.253242 0.255556 
0.605142 0.605214 
-0.0555946 -0.0556735 
0.0617077 0.0611829 
-0.373902 -0.374859 
0.65337 0.651051 
0.0373358 0.038643 
0.29044 0.290597 
0.211239 0.210106 
0.266919 0.269082 
0.604726 0.604706 
0.00322916 0.00314917 
0.0881299 0.0876035 
-0.415942 -0.416821 
0.658296 0.656134 
-0.0024416 -0.00121248 
0.327859 0.328016 
0.27239 0.271335 
0.273927 0.275933 
0.60903 0.608928 
0.0344897 0.0344095 
0.114342 0.113819 
-0.446858 -0.447657 
0.653187 0.651187 
-0.053337 -0.0521902 
0.378105 0.378261 
0.310425 0.309452 
0.258652 0.260496 
0.59542 0.595246 
0.0608498 0.0607701 
0.128554 0.12804 
-0.466337 -0.467055 
0.617912 0.616079 
-0.094625 -0.0935637 
0.435258 0.435411 
0.317011 0.316121 
0.217212 0.218892 
0.573085 0.572846 
0.0933674 0.0932889 
0.145701 0.145198 
-0.468399 -0.469039 
0.580913 0.579248 
-0.130679 -0.129706 
0.467877 0.468027 
0.302452 0.301644 
0.163654 0.16517 
0.540636 0.540341 
0.0925336 0.0924571 
0.166056 0.16557 
-0.448877 -0.449439 
0.526867 0.525369 
-0.180407 -0.179521 
0.4879 0.488044 
0.275645 0.274921 
0.130431 0.131783 
0.492537 0.492193 
0.0874359 0.0873618 
0.191282 0.190815 
-0.410848 -0.411334 
0.458757 0.457425 
-0.24479 -0.243993 
0.519598 0.519737 
0.258653 0.25801 
0.0898866 0.0910789 
0.450553 0.450169 
0.0982439 0.0981727 
0.199189 0.198744 
-0.348759 -0.349172 
0.395429 0.394261 
-0.306996 -0.306286 
0.567176 0.567309 
0.227948 0.227386 
0.044532 0.0455679 
0.384335 0.383919 
0.104253 0.104185 
0.204843 0.204422 
-0.281411 -0.281754 
0.307647 0.306637 
-0.353627 -0.353003 
0.616536 0.616662 
0.184423 0.183939 
-0.00321113 -0.00232669 
